5,05-05-2018 18:34:41,48.0,40,2018-05-05T18:34:00.000+02:00
7,05-05-2018 18:34:46,46.4,65,2018-05-05T18:34:00.000+02:00
3,05-05-2018 18:34:51,44.3,20,2018-05-05T18:34:00.000+02:00
4,05-05-2018 18:34:56,42.7,80,2018-05-05T18:34:00.000+02:00
