3,05-05-2018 18:35:41,44.2,20,2018-05-05T18:35:00.000+02:00
7,05-05-2018 18:35:46,46.6,90,2018-05-05T18:35:00.000+02:00
3,05-05-2018 18:35:51,44.3,20,2018-05-05T18:35:00.000+02:00
5,05-05-2018 18:35:56,47.3,90,2018-05-05T18:35:00.000+02:00
