5,05-05-2018 18:35:01,47.8,40,2018-05-05T18:35:00.000+02:00
4,05-05-2018 18:35:06,42.5,80,2018-05-05T18:35:00.000+02:00
6,05-05-2018 18:35:11,41.8,50,2018-05-05T18:35:00.000+02:00
4,05-05-2018 18:35:16,42.1,50,2018-05-05T18:35:00.000+02:00
