5,05-05-2018 18:35:21,47.8,40,2018-05-05T18:35:00.000+02:00
7,05-05-2018 18:35:26,46.8,90,2018-05-05T18:35:00.000+02:00
6,05-05-2018 18:35:31,41.5,50,2018-05-05T18:35:00.000+02:00
8,05-05-2018 18:35:36,44.9,45,2018-05-05T18:35:00.000+02:00
